nome,tipo,indirizzo_stradale,comune,provincia,cap,lat,lon,telefono,website,email,source
Pizzeria Aril,restaurant,Via Porto,Cassone,Verona,37018,45.7342203,10.7893783,,,,Originali
Tavernetta,restaurant,Via Trento,San Bonifacio,Verona,37047,45.4007053,11.2730657,,,,Originali
Brasa Querta,restaurant,Via Trento,San Bonifacio,Verona,37047,45.4009699,11.2718533,,,,Originali
La Rustica,restaurant,Via Trento,San Bonifacio,Verona,37047,45.4007189,11.2713021,,,,Originali
L'Osteria di Via Roma,restaurant,Vicoletto Corte Pittora,Soave,Verona,37038,45.4211087,11.2484354,,,,Originali
Ambrosia,restaurant,Via Morando,San Bonifacio,Verona,37047,45.3987589,11.2689739,,,,Originali
La Perla,restaurant,Passeggiata Clelia Guazzi Leoncini,Peschiera del Garda,Verona,37019,45.4449364,10.6839672,,,,Originali
Ristorante Pensione Panoramica,restaurant,Via Belvedere,Assenza,Verona,37010,45.7204844,10.7807883,,,,Originali
Pizzeria da Vincenzo,restaurant,Piazza Nogara,Verona,Verona,37121,45.4402259,10.9965639,,,,Originali
Filù,restaurant,Via Legnago,Verona,Verona,37134,45.4059204,11.003647,,,,Originali
Coffee Break Trattoria Bar,restaurant,Via dell'Industria,Rivoli Veronese,Verona,37010,45.5431841,10.8053852,,,,Originali
La botteghina,restaurant,Via Milano,Peschiera del Garda,Verona,37019,45.440284,10.6850919,,,,Originali
Raffilù,restaurant,Piazza Ferdinando di Savoia,Peschiera del Garda,Verona,37019,45.4383596,10.6957658,,,,Originali
Albergo Ristorante Leso,restaurant,Piazza XIII Comuni,Bosco Chiesanuova,Verona,37021,45.6245484,11.0524702,+39 045 4858715,http://www.albergoleso.it/,info@laorno.it,Originali
Locanda Monte Baldo,restaurant,Via San Michele,Malcesine,Verona,37018,45.7697195,10.8322425,,,,Originali
Mameli,restaurant,Via Goffredo Mameli,Verona,Verona,37125,45.4520329,10.9884605,,,,Originali
Lo Scoglio,restaurant,Via Milano,Castelnuovo del Garda,Verona,37017,45.4371777,10.7378107,,,,Originali
Il Grillo,restaurant,Via Milano,Castelnuovo del Garda,Verona,37017,45.4375165,10.7398492,,,,Originali
Confine,restaurant,Via Confine,Lazise,Verona,37017,45.438051,10.7404286,,,,Originali
Trattoria dalla Renata,restaurant,SP39,Castelletto,Verona,37038,45.4038418,11.2216705,,,,Originali
Italia,restaurant,Via Ciro Ferrari,Verona,Verona,37135,45.407593,10.9779905,Mo-Su 11:00-02:00,italian;pizza,7053806195,Originali
Frasete,restaurant,Via Ugo Foscolo,San Giovanni Lupatoto,Verona,37057,45.3810137,11.0433836,,,,Originali
Roadhouse,restaurant,Via Monte Altissimo,San Giovanni Lupatoto,Verona,37057,45.3934523,11.0301057,,,,Originali
Al Sole,restaurant,Via Monti Lessini,San Rocco,Verona,37020,45.5656544,10.9148043,,,,Originali
Ai Torcoli,restaurant,Strada Provinciale della Val Gatara,Pezza,Verona,37020,45.5514396,10.9083295,,,,Originali
La locanda di nonna Ida,restaurant,Strada Provinciale della Val Gatara,San Rocco,Verona,37020,45.5725183,10.9152791,,,,Originali
Senza nome,restaurant,Via Giuseppe Garibaldi,Sant'Ambrogio di Valpolicella,Verona,37015,45.523718,10.8345218,,,,Originali
i 5 sapori wond,restaurant,Via Tangenziale,Peschiera del Garda,Verona,37019,45.4333917,10.7107763,burger,1273711644,node,Originali
La Tua Pizza,restaurant,Via Roma,Grezzana,Verona,37023,45.5180018,11.0164296,+390455701549,https://latuapizzagrezzana.eatbu.com/,Ma - Do 17:00 - 21:30,Originali
Trattoria al Taolon,restaurant,Via Venti Settembre,Cavalcaselle,Verona,37014,45.4375476,10.7277767,"Mo-Su 12:00-14:00,19:00-22:00; We off",7112998262,node,Originali
Gunè,restaurant,Via Venticinque Aprile,Cavalcaselle,Verona,37014,45.4388813,10.7177295,,,,Originali
Locanda '800,restaurant,Via Moron,Negrar di Valpolicella,Verona,37024,45.5170653,10.9281349,https://www.locanda800.it/,7139505888,node,Originali
Osteria alla Pieve,restaurant,Via della Pieve,San Pietro in Cariano,Verona,37029,45.5172373,10.9078521,,,,Originali
La Cambusa,restaurant,Vicolo Parrocchia,Malcesine,Verona,37018,45.7633451,10.807466,,,,Originali
Trattoria Dai Fasolini,restaurant,Via Monte Pasubio,San Pietro in Cariano,Verona,37029,45.5265048,10.8707052,+39 045 772 0039,http://www.daifasolini.it/,regional,Originali
Agriturismo Al Casotto,restaurant,Strada Provinciale 33 del Pastello,Fumane,Verona,37022,45.5649465,10.8706472,+39 045 684 5183,https://www.campagnamica.it/la-nostra-rete/agriturismo/al-casotto/,regional;veronese,Originali
Agriturismo El Bocolar,restaurant,Strada Provinciale della Val Gatara,San Rocco,Verona,37020,45.5784239,10.9389125,+39 045 754 5000,https://www.facebook.com/Agriturismo-El-Bocolar-317616541697513/,regional;Veronese,Originali
Antica Osteria della Valpolicella,restaurant,Via Monti Lessini,San Rocco,Verona,37020,45.5655749,10.9141253,+39 045 775 5010,https://www.anticaosteriavalpolicella.it/,info@anticaosteriavalpolicella.it,Originali
Country House dalla Caterina,restaurant,Via Cà Cornocchio,Fumane,Verona,37022,45.5557495,10.8795537,+39 347 301 9259,https://country-house-dalla-caterina.business.site,regional,Originali
Bar Trattoria Passeggiata,restaurant,,Spiazzi,Verona,37013,45.6423335,10.8545798,,,,Originali
Osteria Ljetzan,restaurant,Piazza Don Domenico Mercante,Giazza,Verona,37030,45.6531317,11.1226742,,,,Originali
Bar Bici Grill,restaurant,Via Zuane Osteria,Rivoli Veronese,Verona,37010,45.5868225,10.816724,,,,Originali
Trattoria a Monte,restaurant,Via Vesan,Sant'Ambrogio di Valpolicella,Verona,37015,45.5671655,10.8428795,+390457760185,http://www.trattoriaamonte.it/,regional,Originali
Trattoria da Nicola,restaurant,Via Quari,Sant'Ambrogio di Valpolicella,Verona,37015,45.5670221,10.8455756,+390457760180,https://www.valpolicella.it/locali/trattoria-da-nicola/,regional,Originali
Al Cacciatore,restaurant,,Ferrara di Monte Baldo,Verona,37020,45.6892562,10.8518945,,,,Originali
La Bella Cina,restaurant,Via Giovanni Pascoli,Bussolengo,Verona,37012,45.4709348,10.8480546,+39 045 715 6223,Mo-Su 10:30-00:00,chinese,Originali
Trattoria Righetti,restaurant,Via San Giuseppe,Negrar di Valpolicella,Verona,37024,45.5221364,10.9805994,+390457540175,regional,7741265097,Originali
Al Borgo dell' Arusnate,restaurant,Piazza della Pieve,Sant'Ambrogio di Valpolicella,Verona,37015,45.5340982,10.8500406,+390456801237,http://www.borgodellarusnate.com/,regional,Originali
Trattoria Alla Pesa,restaurant,Via San Brizio,Costalunga,Verona,37032,45.4490518,11.2977915,+39 045 617 5011,https://www.trattoriaallapesa.it,7788346561,Originali
America Graffiti,restaurant,Via Cà Nova Zampieri,San Giovanni Lupatoto,Verona,37057,45.3908621,11.0176468,+39 045 8778700,https://www.americagraffiti.it/ristoranti/san-giovanni-lupatoto-verona,sangiovannilupatoto@americagraffiti.it,Originali
Roeno,restaurant,Via Mama,Belluno Veronese,Verona,37020,45.6918023,10.9047591,,,,Originali
Corte Montinioni,restaurant,Via Montioni,Lazise,Verona,37017,45.509447,10.7577976,,,,Originali
Pastificio Zeviano,restaurant,Via Vittorio Veneto,Zevio,Verona,37059,45.373108,11.1283039,,,,Originali
Parolin ai Due Mori,restaurant,Via Ognissanti,Villafranca di Verona,Verona,37062,45.3711034,10.9238675,http://www.trattoriaparolin.com/,regional;pizza,7916745453,Originali
Thai Orchidee,restaurant,Piazza Calderini,Garda,Verona,37016,45.5757141,10.7078619,+39348455856,https://thai-orchidee-restaurant-rooms-garda.eatbu.com/?lang=it,thai,Originali
Agriturismo Fior di Maggio,restaurant,Via Pompea,Pescantina,Verona,37026,45.4923624,10.8297762,,,,Originali
Ristorante En Bocon,restaurant,Via Corno d'Aquilio,Pescantina,Verona,37026,45.5039069,10.8395894,,,,Originali
Ristorante Sacchetto,restaurant,Via Motte Prima,Zevio,Verona,37050,45.3475995,11.0898952,,,,Originali
Sagami,restaurant,Via Dogana,Verona,Verona,37121,45.4389202,11.0007115,+390452210956,https://sagami.it/locali/sagami-verona/,"Mo-Su 12:00-15:00,19:00-23:00",Originali
Ichiban Ramen,restaurant,Lungadige Porta Vittoria,Verona,Verona,37129,45.4387247,11.0022712,+39 045 570 9697,"12:00-15:00, 19:00-00:00",japanese;ramen,Originali
Trattoria Al Bersagliere,restaurant,Via Dietro Pallone,Verona,Verona,37121,45.4363044,10.9980386,+39 045 8004824,https://www.trattoriaalbersagliere.it,info@trattoriaalbersagliere.it,Originali
Bar Trattoria Bighignoli Ornella,restaurant,Via Sasse,Verona,Verona,37132,45.4109721,11.0581993,+39 045 972408,Mo-Sa 08:00-22:00; Su 08:00-15:00,8047860984,Originali
PizziKotto,restaurant,Corso Venezia,Verona,Verona,37131,45.4395308,11.0163509,https://pizzikotto.it/,"Mo-Th 12:00-15:00,19:00-24:00; Fr 12:00-15:00; Sa 00:00-01:15,12:00-15:00,18:30-24:00; Su 12:00-15:00,18:30-24:00",8065668045,Originali
M'infarino,restaurant,Via Giacomo Matteotti,Legnago,Verona,37045,45.1913266,11.309819,,,,Originali
Agriturismo Albarello,restaurant,Via Albarello di Sotto,Sona,Verona,37060,45.4437081,10.7930374,,,,Originali
Trattoria Belvedere,restaurant,Via Belvedere,San Giorgio in Salici,Verona,37060,45.4254106,10.7869528,,,,Originali
Trattoria Pane e Vino,restaurant,Via Vittorio Veneto,Bovolone,Verona,37051,45.2592701,11.1230081,,,,Originali
Costadoro,restaurant,Via Costa d'Oro,Cisano,Verona,37011,45.5345986,10.7379744,,,,Originali
La Barraca,restaurant,Via Angelo Messedaglia,Villafranca di Verona,Verona,37062,45.3475308,10.8449918,,,,Originali
Ristorante Da Angelo,restaurant,Via Crocette di Sopra,Gazzolo,Verona,37040,45.3688587,11.3086676,,,,Originali
Café Bardolino,restaurant,Piazza Giacomo Matteotti,Bardolino,Verona,37011,45.547558,10.7207933,,,,Originali
Doppio zero,restaurant,Via San Marco,Verona,Verona,37138,45.4408001,10.9670766,+39 045 565116,"Mo-Fr 10:00-15:00,18:00-26:00,Sa 18:00-26:00",3116772980,Originali
Bar Tratoria La Lanterna,restaurant,Via Santa Giustina,Cologna Veneta,Verona,37044,45.319523,11.3816415,,,,Originali
Casa Leon d'Oro,restaurant,Piazza Guglielmo Marconi,Bosco Chiesanuova,Verona,37021,45.6226362,11.030429,+39 045 6780334,https://www.casaleondoro.com/it/,8887792478,Originali
Piccola Mantova,restaurant,Via Aleardo Aleardi,Bosco Chiesanuova,Verona,37021,45.6228571,11.0179253,https://www.hotelpiccolamantova.it/hotel_boscochiesanuova/albergo_ristorante_boscochiesanuova.htm,8887792486,node,Originali
La Casetta,restaurant,Via Cesarina,Sommacampagna,Verona,37066,45.413457,10.8588028,pizza,8948964548,node,Originali
Restaurante Italia,restaurant,Via della Pace,Garda,Verona,37016,45.5801679,10.7219321,,,,Originali
Amici Miei Tipicoteca,restaurant,Via Forte Salvi,Peschiera del Garda,Verona,37019,45.434917,10.688973,,,,Originali
valle dei molini,restaurant,Via Barbassa,San Pietro in Cariano,Verona,37029,45.5164139,10.8885735,,,,Originali
Mira Lago,restaurant,Via Benedetto Cairoli,Albisano,Verona,37010,45.6095025,10.6855908,,,,Originali
El Trincero,restaurant,Via Chiesa,Albisano,Verona,37010,45.6102165,10.6863955,,,,Originali
Divino,restaurant,Piazza Guerrieri,Bardolino,Verona,37011,45.5463347,10.7215284,,,,Originali
La Rosa,restaurant,Via Pezze,Cavaion Veronese,Verona,37010,45.5355998,10.7655019,+39 045 6260556,pizza,9062184125,Originali
Vienna Pizza e Cucina,restaurant,Località Fornaci,Peschiera del Garda,Verona,37019,45.4527007,10.666468,,,,Originali
Pasta Salame,restaurant,Via Trenta Maggio,Peschiera del Garda,Verona,37019,45.4378706,10.6932831,,,,Originali
La Lasagna,restaurant,Via Proale,Negrar di Valpolicella,Verona,37024,45.568435,10.958836,,,,Originali
Ru Yi,restaurant,Stradone Porta Palio,Verona,Verona,37122,45.4373579,10.9848563,,,,Originali
La Pergola,restaurant,Via Nazario Sauro,Trevenzuolo,Verona,37060,45.2587695,10.9416021,+39 045 7350073,regional,9208258246,Originali
La Capannina,restaurant,Lungolago della Guglia,Pacengo,Verona,37017,45.4701346,10.7147499,+39 335 125 8071,https://www.facebook.com/lacapanninapacengo,lacapanninabeach@gmail.com,Originali
Tao,restaurant,Lungadige Bartolomeo Rubele,Verona,Verona,37121,45.4423316,11.000647,,,,Originali
Pizza Lab,restaurant,Viale Andrea Palladio,Verona,Verona,37138,45.4339084,10.9711405,,,,Originali
Pizzeria Saporè,restaurant,Via Venti Settembre,San Martino Buon Albergo,Verona,37036,45.4225645,11.0921637,,,,Originali
Il Gargano,restaurant,Via della Pace,Villafranca di Verona,Verona,37062,45.3538497,10.8398425,,,,Originali
Locanda Don Giulio,restaurant,Corso Vittorio Emanuele Secondo,Villafranca di Verona,Verona,37069,45.3536228,10.8457508,9406955778,node,,Originali
Pizza Mania,restaurant,Via Quattro Novembre,Tregnago,Verona,37039,45.5125337,11.1668464,+39 045 780 8205,pizza_al_taglio;kebab;pizza,9415736476,Originali
Corte Scaligera,restaurant,Via Mediana,Mozzecane,Verona,37060,45.3051287,10.8443888,+39 045 6349060,www.cortescaligera.it,"Mo-Th 12:00-14:30, 19:30-22:00; Fr 12:00-14:30, 19:30-22:30; Sa 19:30-22:00; Su 12:00-14:30, 19:30-22:30",Originali
Trattoria al Ponte,restaurant,Via Compagnie,Pradelle,Verona,37060,45.2820121,10.8728936,,,,Originali
"Family Pizza, pizza al taglio e tonda",restaurant,Via Giuseppe Mazzini,Tregnago,Verona,37039,45.5121502,11.1619644,+390456500435,https://www.familypizza.it/,pizza,Originali
Trattoria Pizzeria All'Olmo,restaurant,Via Gombion,Caldiero,Verona,37042,45.4023689,11.1652508,+390457650012,pizza;regional;italian,9437246200,Originali
Maccheroni,restaurant,Via Padania,Oppeano,Verona,37050,45.2968038,11.1690264,,,,Originali
Trattoria La Gherla,restaurant,Località Gherla,Valeggio sul Mincio,Verona,37067,45.3602214,10.7728266,,,,Originali
Trattoria Al Bersagliere,restaurant,San Rocco,Sona,Verona,37060,45.4071135,10.7781611,9459010746,node,,Originali
Locanda Al Pigno,restaurant,Via Rosolotti,Sona,Verona,37060,45.399986,10.7736335,9459034830,node,,Originali
Volo Leggero,restaurant,Via Corte Casalino,Isola Rizza,Verona,37050,45.2626605,11.1925097,,,,Originali
Lago Rosa,restaurant,Via Muri,Borgo Bonavicina,Verona,37050,45.2181373,11.2058378,,,,Originali
Pizza Punto e a Capo,restaurant,Piazza Roma,Sommacampagna,Verona,37066,45.4076162,10.8428514,"Tu-Fr 12:00-14:15, 18:15-22:15; Sa 18:15-22:30; Su 18:15-22:15; Mo off",9483727712,node,Originali
Albergo Merica,restaurant,Via Rezzola,Sommacampagna,Verona,37066,45.4164661,10.8639949,,,,Originali
Ca del Pea,restaurant,Via Pezzarara,Sommacampagna,Verona,37066,45.3968088,10.8255071,,,,Originali
Locanda Vecchia Custoza,restaurant,Via Bellavista,Sommacampagna,Verona,37066,45.3720256,10.7939081,,,,Originali
Il Pigno Restaurant & Hotel,restaurant,Via Pigno,Affi,Verona,37010,45.5619663,10.7781525,,,,Originali
La Chiusina,restaurant,Via Raffaello Sanzio,Valeggio sul Mincio,Verona,37067,45.3535927,10.7247845,+39 045 795 1279,http://www.lostappo.com/#_=_,1341791154,Originali
Al Fornello,restaurant,Località Fornello,Valeggio sul Mincio,Verona,37067,45.3718594,10.7369899,+39 045 7950323,https://www.trattoria-fornello.it/index.html,9503460228,Originali
Posta Vecia,restaurant,Via Strà,Colognola ai Colli,Verona,37030,45.4172793,11.1673252,+39 045 765 0243;+39 045 765 0361,https://www.postavecia.com/it/ristorante-cucina-veronese,info@postavecia.com,Originali
Trattoria tre Colli,restaurant,Via Pigno,Sommacampagna,Verona,37066,45.4081102,10.8427051,+39 045 515935,"Th-Tu 12:00-15:00, 19:30-23:00; We off",9548291384,Originali
Osteria del Fil de Fero,restaurant,Piazza Carlo Alberto,Sommacampagna,Verona,37066,45.4072113,10.8399809,+39 045 8969097,https://www.agriturismolafredda.it/,office@agriturismolafredda.it,Originali
BIP - Bella Italia Pesce,restaurant,Via Sebino,Peschiera del Garda,Verona,37019,45.4416661,10.7032729,9576064498,node,,Originali
Pizzeria da Nico,restaurant,Contrada Villanova,Erbezzo,Verona,37020,45.6499294,10.9835794,ristorantepizzerianico@gmail.com,pizza,9581647421,Originali
Mammamia,restaurant,Corso Giuseppe Garibaldi,Villafranca di Verona,Verona,37069,45.351491,10.8453444,+39 045 7900021,2962843948,node,Originali
Civico2,restaurant,Corso Giuseppe Garibaldi,Villafranca di Verona,Verona,37062,45.3515634,10.8445043,,,,Originali
In Granum,restaurant,Via Dante Alighieri,Bussolengo,Verona,37012,45.4705548,10.8472185,pizza,9605786534,node,Originali
Ristorante Pizzeria alla Torre di Pai,restaurant,Via Giosuè Carducci,Pai di Sotto,Verona,37010,45.6548772,10.7228266,,,,Originali
La Colombara,restaurant,Via Croce Gaium,Rivoli Veronese,Verona,37010,45.5525628,10.825578,http://www.lacolombaragaium.it/,regional,9679825182,Originali
Trattoria Bell’Arrivo,restaurant,Corso Dante Alighieri,Albisano,Verona,37010,45.6084629,10.6858438,,,,Originali
Osteria Colomba,restaurant,Via Giuseppe Garibaldi,Rubiana,Verona,37013,45.6061102,10.7942532,+39 045 9232081,Tu off,italian,Originali
Boccadoro,restaurant,SR62,Mozzecane,Verona,37060,45.3206262,10.8293564,2792047830,node,,Originali
Il Chiostro,restaurant,Corso Cesare Battisti,Sanguinetto,Verona,37058,45.1802167,11.1526055,,,,Originali
Lo Sfizio,restaurant,Galleria Brennero,Cerea,Verona,37053,45.1874103,11.2304785,,,,Originali
Sushi Kokori,restaurant,Galleria Frejus,Cerea,Verona,37053,45.1873478,11.2279383,,,,Originali
Senza nome,restaurant,SR10,Legnago,Verona,37045,45.1853813,11.2572204,,,,Originali
Al Basilico,restaurant,SR10,Legnago,Verona,37045,45.1862548,11.2571308,,,,Originali
Old Wild West,restaurant,SR10,Legnago,Verona,37045,45.1863132,11.2552311,,,,Originali
Pergola,restaurant,SR10,Legnago,Verona,37045,45.1860465,11.2594322,,,,Originali
Ristorante Pizzeria Al ritrovo,restaurant,Via San Vito,Negrar di Valpolicella,Verona,37024,45.5148454,10.9374745,+390457501216,https://www.ristorantealritrovo.com/,"Mo-Su 12:00-15:00, 19:00-00:00",Originali
Hard Rock Cafe,restaurant,Piazza Bra,Verona,Verona,37121,45.4388126,10.9917821,,,,Originali
Il Roccolo Pizza e Vino,restaurant,Strada Provinciale 16,Tregnago,Verona,37030,45.518581,11.1425963,,,,Originali
TaioTaio,restaurant,Vicolo Stefano Zenari,Soave,Verona,37038,45.423735,11.2479885,https://www.instagram.com/taiotaiosoave/,9942732574,node,Originali
Pizzeria Al Sole,restaurant,Via Imbarcadero,Castelletto,Verona,37010,45.6869211,10.7495463,pizza;italian,9945993827,node,Originali
Speedy Pizza Bardolino,restaurant,Via Molini,Bardolino,Verona,37011,45.5471998,10.7279548,,,,Originali
Ristorante la Taverna da Stefano,restaurant,Via Pai di Sotto,Pai di Sotto,Verona,37010,45.6540694,10.7226048,+390457260023,9954020841,node,Originali
Al Gabbiano,restaurant,Piazza Guerrieri,Bardolino,Verona,37011,45.5459821,10.7224756,,,,Originali
Trattoria Villa,restaurant,Strada Villa,Cavaion Veronese,Verona,37010,45.5345809,10.7525918,,,,Originali
Ristorante Da Bianca,restaurant,Via Gardesana,Malcesine,Verona,37018,45.7885121,10.8236724,,,,Originali
Alle Due Colonne,restaurant,Via Ugo Sesini,Verona,Verona,37138,45.4454224,10.9541292,,,,Originali
Città d'Oro,restaurant,Via Sant'Antonio,San Martino Buon Albergo,Verona,37036,45.4258417,11.076858,,,,Originali
Dream Ristorante Pizzeria & Bar,restaurant,Via Lazise,Pacengo,Verona,37017,45.4747702,10.7252523,italian;pizza,9987040110,node,Originali
La zattera sul lago,restaurant,Via Lavesino,Magugnano,Verona,37010,45.7106592,10.7679798,,,,Originali
L'altra Idea Ristorante-Pizzeria,restaurant,Via Pissarole,Lazise,Verona,37017,45.500651,10.7531057,,,,Originali
Al Fogolar,restaurant,Piazza della Vittoria,Bussolengo,Verona,37012,45.4752694,10.8472033,,,,Originali
Stella d'Italia,restaurant,Piazza Carlo Alberto,Pastrengo,Verona,37010,45.4922856,10.7994736,+39 045 7170034,http://www.stelladitalia.it/,italian,Originali
Pizzeria Restaurante Olimpia,restaurant,Via per Vilmezzano,Vilmezzano,Verona,37013,45.6091727,10.8039981,,,,Originali
White Monkey,restaurant,Via Sant'Egidio,Verona,Verona,37121,45.4453963,10.9948241,,,,Originali
Inka,restaurant,Via Guglielmo Oberdan,Verona,Verona,37121,45.4412371,10.9933057,Fr-Sa 11:30-02:00; Su-Th 11:30-23:00,https://poke-house.com/en-us/location/,obloverona@gmail.com,Originali
Stella 18,restaurant,Via Stella,Verona,Verona,37121,45.4412102,10.9976458,,,,Originali
Ristorante Menapace,restaurant,Via Pai di Sotto,Pai di Sotto,Verona,37010,45.6515076,10.7213976,10048394078,node,,Originali
Da Ismaele,restaurant,Via Peschiera,Pacengo,Verona,37010,45.4669656,10.7207907,10049086223,node,,Originali
Maharajah,restaurant,Via Antonio Locatelli,Verona,Verona,37122,45.4325237,10.9875875,,,,Originali
L'Imbottito delle 4 Ciacole,restaurant,Via Giovanni Della Casa,Verona,Verona,37122,45.4345779,10.9847744,https://laloggiadeidue.com/,Mo-Sa 07:00-22:00,1837599141,Originali
La Terrazza Cafè,restaurant,Via Monte Bianco,Verona,Verona,37132,45.4284769,11.0517318,,,,Originali
La Rocca d'Oro,restaurant,Via Roma,Pradelle,Verona,37060,45.2914394,10.8840256,,,,Originali
ristorante eva,restaurant,Via degli Alpini,Pastrengo,Verona,37010,45.5055233,10.7953574,,,,Originali
Zushi,restaurant,Via Quattro Novembre,Verona,Verona,37125,45.4461494,10.9886739,pizza,13326486729,node,Originali
La Groletta,restaurant,Via Ingegnere Beccherle,Rivoli Veronese,Verona,37010,45.5805875,10.7750063,,,,Originali
Ten,restaurant,Vicolo Volto San Luca,Verona,Verona,37122,45.4369769,10.9905357,4553764760,node,,Originali
Sushi One,restaurant,Via Federico Garofoli,San Giovanni Lupatoto,Verona,37057,45.3936373,11.0315572,japanese,10587598997,node,Originali
La Loggia Bistro,restaurant,Corte Sgarzarie,Verona,Verona,37121,45.4432925,10.9957724,+39 045 8031313,Mo-Sa 07:30-19:00; Su 08:00-19:00,4553730047,Originali
Mare Nostro,restaurant,Via Gianbattista Moschini,Verona,Verona,37128,45.4497768,10.9981751,,,,Originali
La Bottega della Renga,restaurant,Piazza del Porto,Verona,Verona,37124,45.476208,10.948592,https://www.altstazionedelgusto.com/store/verona-uberti/,Mo-Su 06:00-24:00; Dec 24 06:00-14:00; Dec 26 15:00-24:00; Dec 31 14:00-24:00; PH off,12463056696,Originali
Eat and Go,restaurant,Via dell'Artigliere,Verona,Verona,37129,45.4377112,11.0044083,chinese,10706559146,node,Originali
Hutong,restaurant,Via Giulio Camuzzoni,Verona,Verona,37138,45.4403993,10.9733331,,,,Originali
Redentore,restaurant,Via Redentore,Verona,Verona,37129,45.4467999,11.0020003,,,,Originali
Malga Veronetta,restaurant,Via San Nazaro,Verona,Verona,37129,45.4405711,11.0102193,,,,Originali
La Sosta,restaurant,Via Rezzola,Sommacampagna,Verona,37066,45.411176,10.8517157,https://lasosta2021.it/,info@lasosta2021.it,italian;pizza,Originali
Locanda Paradiso,restaurant,Via dei Pini,Pescantina,Verona,37026,45.4803006,10.8925614,+39 045 670 3181,10872924572,node,Originali
Il Mangiabottoni,restaurant,Via Gianattilio Dalla Bona,Verona,Verona,37138,45.4340831,10.9786789,+39 335 704 4188,https://www.ilmangiabottoni.it/scopri-i-nostri-menu,italian,Originali
Osteria Cavalo in Valpolicella,restaurant,Via Santa Maria,Fumane,Verona,37022,45.5705882,10.8706361,,,,Originali
MARCIAGA bistrot,restaurant,Via Villa,Marciaga,Verona,37010,45.5921013,10.7123171,+39 45 4500452,marciagabistrot@gmail.com,italian,Originali
Caffe Break Matinal,restaurant,Viale del Commercio,Verona,Verona,37135,45.4031236,10.9778124,+39 334 297 5790,italian,11081898175,Originali
La Grande Muraglia,restaurant,Via Unità d'Italia,Verona,Verona,37132,45.4336451,11.0431686,,,,Originali
BirPizza Al Chiosco,restaurant,Via Indipendenza,Cologna Veneta,Verona,37044,45.3112422,11.3836795,,,,Originali
Senza nome,restaurant,Via Monte Pastello,Lughezzano,Verona,37021,45.5952791,11.0038255,,,,Originali
Bar Pizzeria Da Pachera,restaurant,Via Michellorie,Michellorie,Verona,37041,45.2865313,11.3054878,,,,Originali
Corsini,restaurant,Largo Divisione Pasubio,Verona,Verona,37121,45.4373703,10.9951153,,,,Originali
Ristorante Nautico,restaurant,Lungolago C. Preite,Bardolino,Verona,37011,45.5519759,10.7179168,+39 045 77210816,fish;regional,11160216132,Originali
Barrique,restaurant,Via San Giovanni Bosco,Valeggio sul Mincio,Verona,37067,45.3538821,10.7375576,,,,Originali
Pavillon,restaurant,Viale Parco Catullo,Peschiera del Garda,Verona,37019,45.4395027,10.6936684,,,,Originali
Loris,restaurant,Via Volturno,Mancalacqua,Verona,37060,45.433452,10.8724328,,,,Originali
Ristorante Aladino,restaurant,Via Derna,Castelnuovo del Garda,Verona,37014,45.4569953,10.7090802,,,,Originali
Woking,restaurant,Via del Lavoro,Bussolengo,Verona,37012,45.4468362,10.8769651,,,,Originali
Pizzeria Vesu' Express,restaurant,Via Porta San Zeno,Verona,Verona,37123,45.4419998,10.9773038,+393457306576,https://www.instagram.com/myracoffeebar/,11271138939,Originali
Chacacero,restaurant,Via Pallone,Verona,Verona,37121,45.4368027,10.9961435,,,,Originali
Roadhouse,restaurant,Viale del Lavoro,Verona,Verona,37136,45.4121868,10.9791253,,,,Originali
Primo Kilometro,restaurant,Viale del Lavoro,Verona,Verona,37135,45.4102986,10.977106,+39 045 8202592,https://www.primokilometroverona.it/,Mo-Fr 06:30-20:00; Sa 06:30-12:00; Su off,Originali
Roadhouse,restaurant,Via San Pieretto,Affi,Verona,37010,45.5519809,10.7856119,,,,Originali
Osteria La Cicala,restaurant,Località Cristane,Rivoli Veronese,Verona,37010,45.5851467,10.792968,,,,Originali
Trattoria Dalla Bruna,restaurant,Via Giovanni Prati,Verona,Verona,37125,45.4583212,10.9769049,,,,Originali
LWjap,restaurant,Via Goffredo Mameli,Verona,Verona,37125,45.4555607,10.9822972,,,,Originali
Da Gioia -trattoria e ....,restaurant,Via Belle Arti,Cerea,Verona,37053,45.2166546,11.175079,,,,Originali
Ristorante Villa Eire - Ristorante con pizza,restaurant,Via Giarola,Sona,Verona,37060,45.4313267,10.8414499,+390456080877,11348617211,node,Originali
Pepe nero,restaurant,Piazza dello stadio,Bussolengo,Verona,37012,45.4636242,10.8491508,,,,Originali
Osteria Fiore Nero,restaurant,Via Corrubio,Legnago,Verona,37045,45.1849825,11.2764091,,,,Originali
Pizza al taglio Fantasy,restaurant,Via Bartolomeo Giuliari,Verona,Verona,37134,45.4090273,10.9945059,,,,Originali
Agriturismo la Borina,restaurant,"Via Borina, 209",San Bonifacio,Verona,37047,45.4130084,11.3068432,+393333558184,https://www.agriturismolaborina.com/,Mo-Su 09:00-18:00,Originali
gemma,restaurant,Piazzetta Pescheria,Verona,Verona,37121,45.4429631,11.0000644,,,,Originali
La Chiusa,restaurant,Via Nazionale del Brennero,Dolcè,Verona,37020,45.563361,10.8263106,,,,Originali
