nome,tipo,indirizzo_stradale,comune,provincia,cap,lat,lon,telefono,website,email,orari,cucina,osm_id,osm_type
Il piccolo caffè,caffè,"Via Quattro Novembre, 2",Valdagno,VR,36078,45.6444388,11.3014261,,,,,,5206168577,node
Pizzeria Panaretto,ristorante,"Via Monte Ortigara, 34d",Cornedo Vicentino,VR,36073,45.6238995,11.3170152,,,,,pizza,5221164339,node
El mosquito,fast_food,"Via Nicolò Copernico, 11",Valdagno,VR,36078,45.6435169,11.3039317,+39 0445 401470,,,,burger;hot_dog;pancake;spanish;sandwich,5226604696,node
Senza nome,fast_food,,,VR,,45.3032432,10.8127908,+390456933916,,,,,5233695022,node
Senza nome,caffè,"Via Borgo Bello, 32",Dossobuono,VR,37062,45.3919613,10.9052954,,,,,,5236758449,node
Senza nome,caffè,,,VR,,45.4823596,10.9069481,,,,,,5237628455,node
Sushi Nara,ristorante,"Via Enzo Natta, 40",Pescantina,VR,37026,45.4824603,10.9060134,+39 045 6767485,https://www.sushinara-pescantina.it/,sushinarasnc@gmail.com,,asian;seafood;sushi,5237628458,node
Bar all'Angolo,caffè,"Via Colombara, 20",Verona,VR,37137,45.4198842,10.9545726,,,,,,5249038495,node
Bar 93,caffè,"Via Mantovana, 93c",Verona,VR,37137,45.4204212,10.9531878,,,,,,5249038496,node
Birreria La Tavernetta Boom Boom,bar,"Via Cacciatori delle Alpi, 8",Verona,VR,37137,45.4208363,10.9540847,,,,,,5249038497,node
Pizza Volante,fast_food,"Via Mantovana, 75",Verona,VR,37137,45.4222967,10.9562316,,,,,,5249038501,node
Meeting,caffè,"Via Mantovana, 73",Verona,VR,37137,45.4223236,10.9562816,,,,,,5249038502,node
Pizzeria al Taglio Arcobaleno,fast_food,"Via Mantovana, 89",Verona,VR,37137,45.4211644,10.9543665,,,,,pizza,5249038504,node
Giò Caffè,caffè,"Via Villafranca, 94",,VR,,45.416988,10.9495486,,,,,,5249038507,node
Bar Montecchi,bar,,,VR,,45.4329245,10.9962409,,,,,,5275751693,node
Bar Times,bar,,,VR,,45.4958215,10.873617,,,,,,5300740290,node
Senza nome,ristorante,,,VR,,45.5047604,10.8436333,,,,,,5300783018,node
Ristorante Borgo Antico,ristorante,,,VR,,45.5054954,10.844733,,,,,,5300783019,node
Valley Beer's Pub,pub,"Via Camillo Benso Conte di Cavour, 1",Arzignano,VR,36071,45.5203462,11.3337813,,,,,,5316622265,node
Ai Glicini,ristorante,,,VR,,45.4066026,10.9853048,,,,,,5321752323,node
La Pizza di Simone,fast_food,"Via Angelo Tubini, 1",Dossobuono,VR,37062,45.3924779,10.9144241,,,,,pizza,5321795715,node
Senza nome,fast_food,,,VR,,45.3966517,10.9138824,,,,,,5321795716,node
Kaleidos,caffè,,,VR,,45.3922833,10.9153201,,,,,,5321797821,node
L'Incrocio dei Sapori,ristorante,"Via Gianantonio Campostrini, 18",Pedemonte,VR,37029,45.5043399,10.9162649,+39 045 6801000,,,Mo-Su 18:00-21:30,pizza;italian;piadina,5323408448,node
"Osteria ""da Felisse""",ristorante,,,VR,,45.4810121,10.8661817,,,,,,5337664921,node
Corte Valesana,ristorante,,,VR,,45.509112,10.7434407,,,,,,5337933252,node
Casablanca,caffè,"Piazza Isolo, 15",Verona,VR,37129,45.4429396,11.0037928,+39 342 912 2545,,,,sandwich,5343121523,node
Fiaschetteria El Manegheto,bar,"Via Marconi, 20",Castelnuovo del Garda,VR,37014,45.440142,10.764031,,https://www.facebook.com/manegheto.castelnuovodelgarda,elmanegheto@gmail.com,,,5354485127,node
Trattoria dal Perla,ristorante,,,VR,,45.3842134,10.9285087,,,,,,5357614006,node
Le Macine,ristorante,"Via Ronchesana, 2",,VR,37059,45.3725356,11.0770976,+39 349 624 5985,,,"Mo-Su 12:00-15:00, 19:00-23:30",barbecue;grill;italian;italian_pizza;pasta;fish;pizza;chicken;fine_dining;cake;tea,5364791422,node
Manzati,ristorante,,,VR,,45.4488449,10.8096108,,,,"Mo-Fr 08:00-12:30, Mo-Su 15:00-22:30, PH,Su 08:00-12:30,15:00-23:00",,5371137927,node
Cozzeria Ristorante Pizzeria Alle Mura,ristorante,"Via Cansignorio, 16",Lazise,VR,37017,45.5070696,10.7325976,,http://www.alle-mura.it,,,italian,5378205186,node
Le Ancore della Bastia,ristorante,"Via Bastia, 7",Lazise,VR,37017,45.5075874,10.7324128,,https://www.leancoredellabastia.it/,info@leancoredellabastia.it,,italian,5378210376,node
Pizzeria Rosticceria D'asporto Tricolore,ristorante,"Piazza San Marco, 1",Lonigo,VR,36045,45.388538,11.3886018,,,,,,5394465002,node
Pizzeria Al volo,ristorante,"Via Cappelletto, 37",Lonigo,VR,36045,45.3844601,11.388251,,,,,,5394469592,node
Pizzeria Al borgo,ristorante,"Via Tripoli, 170",Lonigo,VR,36045,45.3832916,11.3853945,,,,,,5394472258,node
Pizza OK Montebello,ristorante,"Viale Verona, 27",Montebello Vicentino,VR,36054,45.452168,11.3803396,,,,,,5396744448,node
Senza nome,ristorante,,,VR,,45.4142926,11.089227,,,,,sushi,5399611384,node
Autogrill,ristorante,,,VR,,45.4011205,10.9390435,,,,,italian;regional,5406646525,node
12 Oz,caffè,"Corso Porta Nuova, 2",Verona,VR,37122,45.4380294,10.9912941,,https://www.12ozcj.com/,,,coffee_shop;dessert,5421675125,node
Bigoleria Della Rocca,ristorante,Via Cangrande della Scala,,VR,,45.4239675,11.2467825,,,,,italian;regional,5430312165,node
Pizzeria Trattoria al Corso,ristorante,"Via Corso, 1",Corso,VR,,45.6040009,10.9855516,,,,,,5430732043,node
Al cervo,ristorante,"Via Giacomo Zanella, 40",Chiampo,VR,36072,45.5451834,11.278181,,,,,pizza,5439341621,node
Chicco d'oro,caffè,,,VR,,45.3511924,10.8461036,,,,,,5439958544,node
La Botega,caffè,,,VR,,45.3520812,10.8436668,,,,,,5439958547,node
1903,caffè,,,VR,,45.3523507,10.8430968,,,,,,5439958551,node
Barbieri,panetteria,,,VR,,45.3511707,10.8439766,,,,,,5439958562,node
Senza nome,caffè,,,VR,,45.3534421,10.8411147,,,,,,5442813318,node
Senza nome,caffè,,,VR,,45.3531621,10.8417544,,,,,,5442814927,node
Panificio Vanoni con forno,panetteria,"Via Giuseppe Mazzini, 124",Quaderni,VR,37069,45.329956,10.7891945,+39 045 7940009,,,"Mo-We 07:00-12:30; Tu-Sa 07:00-12:30,16:30-19:30; Jul-Aug: Mo-Sa 07:00-12:30; PH off",,5443212763,node
Il Tavoliere,ristorante,"Via Messedaglia, 1",Villafranca di Verona,VR,37069,45.3536305,10.8508846,,,,,pizza,5445219829,node
Burger Inn,fast_food,,,VR,,45.4326872,10.9716267,+39 045 8949728; +39 351 1115900,,burgerinnservizio@gmail.com,Mo-Su 11:30-25:00,burger;pizza,5451339839,node
Amadeus,caffè,"Via Filippo Brunelleschi, 11a",Verona,VR,,45.4326247,10.9714767,,,,,,5451339840,node
Wok Sushi,ristorante,,,VR,,45.4316987,10.9703341,,,,,,5451339844,node
Summer Bar,caffè,,,VR,,45.4311688,10.9719501,,,,,,5451339866,node
Next Cafè,caffè,,,VR,,45.4157833,10.8983215,,,,,,5453702974,node
La Fioreria,caffè,,,VR,,45.4157602,10.8981887,,,,,,5453702976,node
da Gionni,caffè,,,VR,,45.4184177,10.8966967,,,,,,5453867138,node
La Cafetera,caffè,"Stradone Porta Palio, 17/B",,VR,,45.4383295,10.9862705,,,,,,5454060658,node
Beluga,ristorante,"Stradone Porta Palio, 27a",Verona,VR,37122,45.4380175,10.9858393,+39 045 591601,https://ristorantebeluga.it/,,,,5454060660,node
Cafè Garibaldi 20,caffè,,,VR,,45.3512452,10.8452949,,,,,,5456547500,node
L'Oasi della Pizza,fast_food,"Corso Giuseppe Garibaldi, 13",Villafranca di Verona,VR,37069,45.3514695,10.8453955,,,,,pizza,5456547504,node
Yalla Amigo,fast_food,"Piazza Cittadella, 14",Verona,VR,37122,45.4364101,10.9936499,+39 0452226374,https://www.yallaamigo.it/,,"Mo-Sa 11:30-22:00, Su 12:00-20:00",kebab,5468000101,node
Borsa,caffè,,,VR,,45.309565,11.3857238,,,,,,5472340375,node
Locanda Antico Vallo,ristorante,"Vicolo Antonio Calafà, 3",Cologna Veneta,VR,37044,45.3089237,11.3849285,+39 0442 410317,https://www.locandaanticovallo.it/,info@locandaanticovallo.it,,,5472340382,node
Old Wild West,ristorante,,,VR,,45.4480193,10.880008,,,,Mo-Sa 09:00-21:00; Su 09:00-20:00,american,5473491767,node
Al Morar,caffè,,,VR,,45.3952152,10.9129134,,,,,,5477400683,node
Gourmet,fast_food,"Viale Europa, 24",Dossobuono,VR,37062,45.3948526,10.9132487,+39 045 9990056,,,Mo-Su 18:00-21:30; We off,pizza,5477400685,node
Romeo & Giulietta,caffè,,,VR,,45.434842,10.9965111,,,,,,5483185463,node
Senza nome,caffè,,,VR,,45.4356301,10.9961209,,,,,,5483185467,node
Patty Bar,caffè,,,VR,,45.4365316,10.9950802,,,,,,5483185471,node
Cavallino,caffè,,,VR,,45.4368375,10.994828,,,,,,5483185473,node
Caffè centrale,caffè,,,VR,,45.4810117,10.867291,,,,,,5485318791,node
Fiona,caffè,,,VR,,45.4117855,10.9869437,,,,,,5486083886,node
Via Roma 33 Cafe,caffè,"Via Roma, 33",Verona,VR,37121,45.4392546,10.9883197,,,,"Mo-Su 00:00-02:00,07:30-24:00",,5501915525,node
Teta de Giulieta,ristorante,"Piazza delle Erbe, 8a",,VR,,45.442774,10.9977282,,,,,,5501965624,node
Sapore Pizza Stand Up,caffè,,,VR,,45.4433966,10.9974416,,,,,,5501965625,node
La Conchiglia,caffè,,,VR,,45.4381712,10.9945912,,,,,,5501975622,node
Trattoria ai Bastioni,ristorante,"Viale Colonnello Galliano, 23",Verona,VR,37138,45.4396319,10.9745459,,https://www.aibastioniverona.it/home/,info@aibastioniverona.it,,italian;pizza,5507432622,node
Sushyamo,ristorante,"Via Adamello, 6",,VR,37069,45.363654,10.8588606,+39 045 6301388,,,"Tu-Su 12:00-15:00, 19:00-00:00",,5512044621,node
Locanda quattro Ciacole,ristorante,,,VR,,45.272377,11.2476721,,,,"Tu-Su 20:00-02:00, Sa,Su 12:00-15:00",,5513616723,node
Ristorante Sigurtà,ristorante,"Via Camillo Benso Conte di Cavour, 42",Valeggio sul Mincio,VR,37067,45.365259,10.7362778,,,,,,5520827380,node
B28,caffè,"Via Roma, 28",,VR,,45.4390928,10.9891364,,,,,italian,5525075183,node
Freetime,caffè,"Via Cesare Battisti, 6",Pozzolo,VR,46045,45.3044557,10.7145077,,,,,,5528445375,node
Aurora,ristorante,,,VR,,45.3891303,10.9535784,,,,,pizza,5534665804,node
Agriturismo dal Perba,ristorante,,,VR,,45.3909235,10.9257263,,,,,,5534685821,node
Trattoria Rocchetti,ristorante,"Via Rocchetti, 34",,VR,37017,45.5056768,10.744131,+39 045 7580496,,trattoriarocchetti@Gmail.com,"Fr-We 12:00-14:00, 18:30-21:30; Th 18:30-21:30",regional,5536121269,node
Senza nome,caffè,,,VR,,45.298693,11.1304794,,,,,,5540618485,node
Agriturismo Dongili,ristorante,"Via Castello, 11",Verona,VR,37141,45.4555175,11.0563284,,https://www.agriturismodongili.it/,,,,5551099255,node
Bar Ruggiero,caffè,"Via Daniele Manin, 11",,VR,,45.4379564,10.9887475,,,,,,5551099262,node
Lenci Tre,ristorante,"Via Marcello Piccoli, 61",Bosco Chiesanuova,VR,37021,45.6232412,11.0358524,+39 045 7050057,,,,pizza;regional,5556890262,node
Osteria al Due,ristorante,,,VR,,45.4740548,11.0142316,+39 392 641 7111,https://www.osteriaal2.it/,,,traditional,5559755137,node
Trattoria ai Colli Storici,ristorante,"Via Ossario, 2",Custoza,VR,37066,45.376982,10.7958765,,,,,,5581898392,node
Senza nome,panetteria,,,VR,,45.376527,10.7955681,,,,,,5581898393,node
Beghini,ristorante,"Via Osteria Grande, 41",Sommacampagna,VR,37066,45.4083971,10.8485417,,,,,italian;pizza,5581899049,node
Trattoria Al Ponte,ristorante,"Via Corrobiolo, 38",Sommacampagna,VR,37066,45.403435,10.8456221,,http://www.trattoria-alponte.it/,,,,5581905410,node
Senza nome,caffè,,,VR,,45.4053286,10.8447947,,,,,,5581905411,node
Lilia,ristorante,"Via Mantovana, 138",Madonna di Dossobuono,VR,37036,45.4063709,10.9296054,,,,,,5582183673,node
Hosteria La Corte,ristorante,"Località Ca' di Capri, 98",Bussolengo,VR,37012,45.4467494,10.8831859,+39 045 6702590,https://ristoasi.com/lacorte.html,lacorte@ristoasi.com,"Mo-Su 12:00-14:30,18:30-24:30",,5591072421,node
Belgio e Dolcezze da Hans,bar,"Via Tione, 7b",Villafranca di Verona,VR,37069,45.3533897,10.8393927,,,,,,5622423867,node
Adigetto 19 Lunch&Cafe,caffè,"Via Adigetto, 19",,VR,,45.436407,10.9952966,+393455073158,,,Mo-Su 07:00-18:00,,5625002426,node
PizzaCaffe La Torre,ristorante,"Stradone Scipione Maffei, 1",Verona,VR,37121,45.4376015,10.9969379,,,,Mo-Su 07:30-21:30,italian_pizza,5625002921,node
Berberè,ristorante,,,VR,,45.4427788,10.9967799,,https://www.berberepizza.it/,,"Su-Th 12:00-22:30; Fr,Sa 12:00-23:00",pizza,5627211625,node
Ai Calici Wine & Cocktail Bar,caffè,,,VR,,45.4413072,10.9792133,,,,,,5630847822,node
Boutique del Gusto WeineWolf,ristorante,"Via San Zeno in Oratorio, 1",Verona,VR,37121,45.439551,10.9862596,,,,Mo-Sa 07:30-23:00; Su 08:30-22:00,,5630847824,node
Senza nome,panetteria,,,VR,,45.4076899,10.9998687,,,,,,5633569972,node
Panificio Bullio,panetteria,,,VR,,45.5773196,10.7109749,+39 045 7256446,,,,,5636940870,node
Bar Fontana,caffè,"Via Roma, 53",Tezze di Arzignano,VR,36071,45.5337178,11.3652335,,,,,,5649113319,node
Oltre il caffé,caffè,"Corso Giuseppe Mazzini, 13",Arzignano,VR,36071,45.520548,11.3327065,,,,,,5649120080,node
Caffè Nazionale,caffè,"Piazza Libertà, 10",Arzignano,VR,36071,45.521063,11.3322852,,,,,,5649121240,node
Bar Quarantaquattro,bar,"Piazza Campo Marzio, 44",Arzignano,VR,36071,45.5196505,11.3308287,+39 327 424 8949,,,,sandwich,5649125772,node
La Baita,ristorante,,,VR,,45.6260603,10.8464556,,,,,,5653922921,node
Al Vicolo,ristorante,,,VR,37013,45.6059804,10.7958637,,,,,,5653953023,node
Bottega del caffè Dersut,caffè,"Piazza Giacomo Zanella, 39",Chiampo,VR,36072,45.5445928,11.2807292,,,,,,5667231843,node
Oakberry Açai,fast_food,"Via Enrico Noris, 4",,VR,37121,45.4406248,10.9956069,,,,,,5676080821,node
Pescheria i Masenini Trattoria,caffè,,,VR,,45.4430119,11.0001935,,,,,,5688493521,node
Enoteca Segreta,bar,,,VR,,45.4414713,10.997547,,,,,,5688493721,node
Pizzeria Du De Cope,ristorante,"Galleria Pellicciai, 10",,VR,37121,45.4418562,10.9949948,+39045595562,https://www.pizzeriadudecope.it/,info@pizzeriadudecope.it,,,5693911921,node
Saporé Pizza Stand UP,fast_food,,,VR,,45.4431857,10.9976742,,,,,,5693920521,node
La Panzetteria,fast_food,"Via Generale Armando Diaz, 9a",,VR,,45.442328,10.992439,+39 045 8050075,https://www.panzere.it/,,"Mo-Th 08:00-02:00; Fr,Sa 08:00-04:00; Su 16:00-24:00",panzerotti;fried_food,5693929121,node
Elk Bakery,caffè,,,VR,,45.4440308,10.9898111,+39 045 8348880,https://www.elkbakery.com/,,Mo-Su 07:00-23:45,,5693937321,node
Tosca cafe,caffè,,,VR,,45.4433507,11.0004888,,,,,,5693938621,node
Simpaty,bar,"Via Don Minzoni, 37",Castelbelforte,VR,46032,45.2130522,10.896522,,,,,,5732693725,node
Pizza al taglio La Preferita,fast_food,"Via Federico Garofoli, 5",,VR,,45.3841837,11.041562,,,,,pizza,5741992739,node
Restorante Oseleta,ristorante,,,VR,,45.525211,10.791103,,,,,,5745895130,node
Trattoria alla Ruota,ristorante,,,VR,,45.5696827,10.9568263,,,,,,5747886121,node
Senza nome,caffè,,,VR,,45.6220931,11.0236517,,,,,,5794405091,node
Red Zone Art,bar,,,VR,,45.5355961,10.8496977,,,,,,5796988988,node
Pub & Billiards Sala Verona,pub,"Via Monte Baldo, 2a",,VR,37124,45.4556727,10.9807554,+39 0454626687,http://biliardoverona.it,,Mo-Su 14:00-02:00,,5825950053,node
Pizzeria Ristorante Venezia,ristorante,"Via Filippo Rosa Morando, 24c",Verona,VR,37131,45.4406293,11.0178355,+39 045 528484,,,,,5841370286,node
Lepre,ristorante,"Via Marsala, 5",Valeggio sul Mincio,VR,37067,45.3534143,10.7342143,+39 045 6370735,https://www.ristorantelepre.com/,,"Mo-Su 12:00-14:30,19:00-22:00; We off; Th off",,5844161486,node
Berengario 12,ristorante,,,VR,,45.5368366,10.7678829,,,,,,5846423586,node
Senza nome,caffè,,,VR,,45.3409063,10.9988192,,,,,,5852990980,node
Agriturismo Malga Campolevà di Sotto,ristorante,,,VR,,45.6855125,11.0778692,+39 340 415 7182,,,,,5860887607,node
Pizzeria da Fabio,ristorante,"Via Marcello Carcereri, 31",Bosco Chiesanuova,VR,37021,45.5811152,11.0415816,+39 0457 080149,pizzeriadafabio.it,,"Mo, Tu, Th 18:30-23:00; Fr-Su 12:00-14:00, 18:30-23:00",pizza,5860887613,node
Piadineria Perez,fast_food,"Via Berto Barbarani, 5",Bardolino,VR,37011,45.5483874,10.7207318,,,,,fish,5869576819,node
Osteria dal Nane,ristorante,"Località Pol, 55",Pastrengo,VR,37010,45.4964091,10.8182619,+39 045 7170771,https://www.dalnane1921.com/,dalnane1921@gmail.com,"We-Mo 12:00-14:00,19:00-22:00",regional,5870572788,node
Zer045,bar,,,VR,37011,45.5484656,10.7199896,,,,,,5892646136,node
Panìficio Contolini,panetteria,"Piazza Risorgimento, 10",Calmasino,VR,,45.5214511,10.7519914,,,,,,5892781032,node
Ristorante Botticelli,ristorante,"Via Rocca, 13",,VR,37017,45.5042581,10.7332925,+39 045 7581194,http://www.ristorantebotticelli.eu,vale.ghiraldo@gmail.com,"Tu-Su 12:00-14:00,19:00-22:00",fine_dining,5897542388,node
Il Banco Prosciutteria,ristorante,"Via Ponte Nuovo, 7",,VR,,45.4435171,11.000384,,,,"We-Mo 12:00-14:30, 19:00-22:00",italian,5901578385,node
Giardino La Favorita,caffè,"Via Duca d'Aosta, 5",Valdagno,VR,36078,45.6507117,11.3046634,,,,,,5911113416,node
Senza nome,caffè,"Via Giuseppe Verdi, 24",Castelnuovo del Garda,VR,37014,45.4578189,10.7046526,,,,,,5917762063,node
Flora,ristorante,"Stradone Scipione Maffei, 8c",Verona,VR,37121,45.4373965,10.9959198,+39 045 8006300,https://www.ristoranteflora.it/,,"Mo-Su 12:30-14:30,19:00-22:30",,5940917207,node
Corso Italia 47 Caffè,caffè,"Corso Italia, 47",Valdagno,VR,36078,45.6452664,11.2998095,,,,,,5950715967,node
Campus Pub,pub,"Via Venti Settembre, 18",Verona,VR,37129,45.4392688,11.0059506,,https://www.campuspub.it,,"Mo-Tu 19:30-02:00, We-Sa 19:30-03:00",,5958462886,node
Caffé & Bistrò Re di sapori,caffè,,,VR,,45.4484004,10.9403215,,,,,,5971316924,node
I ❤️ burger,ristorante,"Via Don Giacomo Trevisani, 84",Verona,VR,37139,45.4396017,10.9480139,,,,,,5979071824,node
Rifugio Valbella,ristorante,,,VR,,45.6834326,10.9942044,+39 349 3618702,https://www.rifugiovalbella.it/,,,regional,5983354623,node
Mauri Pizza,ristorante,"Via Fabio Filzi, 24",Valdagno,VR,,45.6759648,11.2709835,+39 0445 473801,,,,pizza,5985077657,node
Senza nome,caffè,,,VR,,45.4321674,11.3535172,,,,,,6030340087,node
Giardino Scaligero,caffè,,,VR,,45.420869,11.2473312,,,,,,6030492550,node
La Vecia Ostaria,ristorante,,,VR,,45.2687592,10.9321339,,,,,,6037023058,node
Paradise Caffè,caffè,,,VR,,45.5300585,10.9395377,,,,,,6068318763,node
Osteria ai Osei,ristorante,"Via Venti Settembre, 124b",Verona,VR,37129,45.4398534,11.0128233,,,,,regional,6069024750,node
Trattoria Al Bivio,ristorante,,,VR,,45.3725606,10.7327666,,,,,italian;regional,6072311594,node
"Trattoria ""All Leon""",bar,"Piazza Plebiscito, 4",,VR,,45.4723945,10.9897419,,,,,,6073353236,node
Sapori di Casa Mia,ristorante,"Viale Vicenza, 10",,VR,,45.3932234,11.3917474,+390444436159,http://isaporidicasamia.com,,,pizza,6077405280,node
The Game,bar,"Via Leonardo da Vinci, 4a",Zermeghedo,VR,36050,45.4783322,11.3771406,,,,,,6085971079,node
Al Callianino,ristorante,"Via Adige, 46",Montecchia di Crosara,VR,37030,45.4527454,11.3052353,,https://www.alcallianino.it,,,,6089998885,node
Money bar,bar,,,VR,,45.5199472,11.3313727,,,,,,6092866022,node
Trattoria all'Italia,ristorante,,Caprino Veronese,VR,,45.6475001,10.8521895,,,,,,6103708598,node
Osteria Il Ghiottone,bar,,,VR,,45.5039765,10.797447,,,,,,6110544466,node
La Scaletta,ristorante,,,VR,,45.503326,10.7986218,,,,,,6110544470,node
Poggio di Cornè,ristorante,"Località Cornè di Piovezzano, 1",Pastrengo,VR,37010,45.499083,10.7877937,+39 045 717 0742,https://www.corneallepalme.it/,https://www.poggiodicorne.it/,,,6110544471,node
Caffè Roma,bar,"Via Roma, 50",,VR,,45.3796106,11.0512843,,,,,,6154124212,node
Ristorante Pina,ristorante,"Via Stazione, 85",Castelnuovo del Garda,VR,37014,45.4312721,10.7584976,+39 045 7570275,https://www.ristorantepina.it,ristopina@gmail.com,"Mo off; Tu-Su 12:00-15:00, 19:00-22:00",regional,6174826438,node
Buon Gusto,caffè,"Stradone Porta Palio, 5",Verona,VR,37122,45.438754,10.986832,,,,,,6174832004,node
Gero's,pub,"Via Manin, 24",Valdagno,VR,36078,45.6461295,11.2989905,+39 388 1005951,,,,,6178134664,node
Il Giglio,ristorante,"Via Caselle, 10b",Sommacampagna,VR,,45.4079866,10.8517161,+39 045 8961879,,,,pizza,6182113982,node
Taverna Fregoso,ristorante,"Corso Vittorio Emanuele, 37",Garda,VR,,45.5760297,10.7069486,+39 045 7256622,,,,,6182113983,node
Pasticceria Perla,caffè,"Piazza Vittorio Emanuele II, 28",Negrar,VR,,45.5306405,10.9387994,+39 045 7501126,,,,,6182113984,node
Senza nome,ristorante,"Via Sommacampagna, 63h",Verona,VR,,45.4148904,10.924518,,,,,italian,6194717029,node
Senza nome,panetteria,,,VR,,45.4219223,11.2850511,,,,,,6207468645,node
Bar da Gigi,caffè,"Via Dante Alighieri, 9",Monteforte d'Alpone,VR,,45.4218122,11.285263,,,,,,6207468647,node
Sirio bar,caffè,,,VR,,45.4543754,10.9833448,,,,Mo-Fr 06:00-18:00,,6216008736,node
Oratorio bar,bar,,,VR,,45.4539125,11.381702,,,,,,6237664168,node
Buns,ristorante,,,VR,,45.4457193,11.0028268,+39 045 6933123,https://bunsverona.com/,info@bunsverona.com,"Tu-Su 12:00-14:00, 19:30-23:00",burger,6240275086,node
In Tavola,ristorante,"Via Ronchetto, 37",Pedemonte,VR,37029,45.5079578,10.9147266,+39 045 6801162,https://www.intavolapizzaecucina.com/,,"Mo-Su 12:00-15:00,19:00-24:00",italian;pizza,6241235425,node
Il Girasole,caffè,"Via Venti Settembre, 121",Verona,VR,37129,45.4398417,11.0142285,,,,,,6243903221,node
Club Steven Sri Lankan restaurant,ristorante,,,VR,,45.4398229,11.014376,,,,,,6243903222,node
Mensa Restaurant,ristorante,,,VR,,45.421215,10.9347738,,,,,,6274240736,node
L'Antico Casale,ristorante,"Via Pedagno, 3",San Pietro di Morubio,VR,,45.2517147,11.2359238,,,,,italian;pizza,6283008105,node
Cafe Carducci,bar,"Via Giosuè Carducci, 12",,VR,,45.4418604,11.004204,,,,Tu-Sa 08:00-23:00,,6287029576,node
The Soda Jerk,bar,"Vicolo Quadrelli, 5",,VR,,45.4432288,11.0024371,,https://www.thesodajerk.it,,,,6296440097,node
Risorante Pizzera Il Gatto Nero,ristorante,"Via Sette Martiri, 88",Valdagno,VR,36078,45.6335134,11.3064351,+39 0445 2222769,,,,pizza;italian,6299143552,node
Gero's pub,pub,"Via Andrea Palladio, 50",Brogliano,VR,36070,45.5877639,11.3693248,,,,,,6302190020,node
Due Elle,bar,,,VR,,45.2686709,10.9323435,,,,,,6308571879,node
Sweet Cafè,caffè,,,VR,,45.2694821,10.9342828,,,,,,6308571882,node
Pizzeria Jonathan,ristorante,,,VR,,45.4714042,10.8907208,,,,,pizza,6309332041,node
D3,bar,,,VR,,45.4418417,10.9964011,,,,Mo-Su 09:00-21:00,,6310821886,node
Agriturismo Alpino,ristorante,"Via Spinelli, 50",Erbezzo,VR,37020,45.6405902,10.9803709,+39 348 7285890,https://www.agriturismoalpino.it/,az.agricolaalpina@libero.it,,,6315576547,node
L'Accademia,bar,,,VR,,45.4370233,11.0019279,,,,"Mo-Fr 08:00-02:00, Sa,Su 17:00-02:00",,6335182969,node
Gallo Cedrone,ristorante,,,VR,,45.4423325,10.7495695,,,,"Mo,Tu 07:30-19:30; We-Fr 07:30-23:30; Sa,Su 08:30-23:30",italian,6338479613,node
La Sfera,ristorante,"Via Valpolicella, 21",Arbizzano,VR,37024,45.4953097,10.940406,+39 045 6020018,https://www.pizzerialasfera.it/,,,italian;pizza,6339353035,node
La Pacheca Rock Bar,ristorante,"Via Pra' del Principe, 3",Lazise,VR,37017,45.5036137,10.7351699,+39 346 8662383,http://www.pachecarockbar.it,info@pachecarockbar.it,"Mo 17:00-01:00; We-Fr 17:00-01:00, Sa-Su 11:00-01:00",burger;chicken;steak_house,6355524389,node
Valle dei Mulini,ristorante,,,VR,,45.5439,10.8850723,,,,,,6363222285,node
Il Granaio,ristorante,,,VR,,45.3703054,11.0305752,,,,,italian;pizza,6380536422,node
Trattoria Capucci,ristorante,"Via Lago di Garda, 12",Buttapietra,VR,37060,45.3686962,11.0079038,,,,,,6380536459,node
Sole,ristorante,,,VR,,45.3788821,11.0531339,,,,,italian;pizza,6383021115,node
Caffè Vicenzi,caffè,,,VR,,45.379858,11.0503873,,,,,,6383021140,node
Bar Blues,caffè,,,VR,,45.3801143,11.0494137,,,,,,6383021145,node
Trattoria dalla Bice,ristorante,"Via Bottega, 2",,VR,,45.5596471,10.9383957,+39 045 7500720,http://www.dallabice.it/,,,regional,6388729895,node
Moulin de Païou,panetteria,"Via San Giovanni Lupatoto, 20",Verona,VR,37134,45.4124934,10.9987718,,,,,,6403492878,node
Ristorante Camping Lido,ristorante,"Località Casa Olivi, 2a",Lazise,VR,,45.4710296,10.7162659,,https://delivera.it/,,,,6421308285,node
Senza nome,ristorante,,,VR,,45.6445526,11.0486144,,,,,,6431013891,node
Burger King,fast_food,SP del Peretto,Affi,VR,37100,45.5524745,10.7855782,,,,,burger,6435499141,node
Il Girasole,caffè,,,VR,,45.6039127,11.0946545,,,,,,6458173373,node
Osteria Sottocosta,ristorante,"Piazza delle Erbe, 16",,VR,,45.4429845,10.9975703,,,,,,6468684186,node
Casa Fernandez,ristorante,"Corso Vittorio Emanuele, 27",Garda,VR,37016,45.5758948,10.7071261,+39 045 7255063,,,,spanish,6471088255,node
Toasteria,caffè,"Via Monte Baldo, 7",,VR,37019,45.4425047,10.702654,+39 045 6448008,http://www.toasteriautaliana.it,info@toasteriaitaliana.it,"Mo off; Tu-Su 08:00-15:30,18:30-22:00",,6472016485,node
La fattoria sul fiume,ristorante,"Strada Valeggio, 16a",,VR,46045,45.3130046,10.7106815,+39 339 5304855,,bio-welt@libero.it,"Sa,Su 10:00-19:00",ice_cream;regional,6484443724,node
